City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,shenjiamen,29.9576,122.298,7.79,89,100,4.95,CN,1675552674
282,solntsevo,51.4185,36.7499,-3.81,97,95,2.63,RU,1675552674
283,deori khas,23.4,79.0167,14.42,29,2,1.06,IN,1675552674
284,riyadh,24.6877,46.7219,15.08,56,0,4.07,SA,1675552674
285,tefe,-3.3542,-64.7114,26.06,89,75,2.57,BR,1675552675
286,visnes,59.3556,5.2242,6.03,87,75,7.72,NO,1675552675
287,vao,-22.6667,167.4833,26.4,87,92,8.72,NC,1675552675
288,port blair,11.6667,92.75,26.07,82,18,3.64,IN,1675552560
289,los llanos de aridane,28.6585,-17.9182,14.86,72,75,3.6,ES,1675552499
290,roald,62.5833,6.1333,5.06,93,75,8.23,NO,1675552676
291,gisborne,-38.6533,178.0042,24.06,68,3,3.66,NZ,1675552676
292,dzilam gonzalez,21.2833,-88.9333,23.53,74,68,4.74,MX,1675552676
293,laramie,41.3114,-105.5911,3.07,52,0,12.86,US,1675552677
294,zatoka,46.0725,30.4654,0.74,74,100,11.25,UA,1675552677
295,bahia honda,22.9036,-83.1592,23.66,80,50,5.45,CU,1675552677
296,tabatinga,-4.2525,-69.9381,28.05,83,75,2.06,BR,1675552615
297,aksarka,66.5606,67.7975,-19.74,100,78,1.42,RU,1675552603
298,cairns,-16.9167,145.7667,27.81,97,75,2.57,AU,1675552678
299,egvekinot,66.3167,-179.1667,-32.64,88,15,6.1,RU,1675552425
300,lagoa,39.05,-27.9833,15.04,88,4,8.19,PT,1675552465
301,camargo,27.6667,-105.1667,21.7,19,4,0.97,MX,1675552678
302,makakilo city,21.3469,-158.0858,24.2,75,100,3.09,US,1675552678
303,port hedland,-20.3167,118.5667,28.03,69,15,4.63,AU,1675552679
304,oxapampa,-10.5775,-75.4017,16.33,97,93,0.67,PE,1675552679
305,nanortalik,60.1432,-45.2371,-4.68,84,99,7.49,GL,1675552424
306,sobolevo,54.4299,31.8996,-5.15,93,100,5.46,RU,1675552679
307,urumqi,43.801,87.6005,-9.47,93,75,1.0,CN,1675552679
308,tuy hoa,13.0833,109.3,22.81,85,99,1.28,VN,1675552680
309,mehamn,71.0357,27.8492,-3.03,74,78,4.63,NO,1675552552
310,pangai,-19.8,-174.35,27.1,73,84,12.18,TO,1675552680
311,severo-kurilsk,50.6789,156.125,-2.6,72,100,2.62,RU,1675552436
312,bandarbeyla,9.4942,50.8122,23.37,69,90,6.68,SO,1675552521
313,itoman,26.1247,127.6694,18.01,82,75,4.63,JP,1675552680
314,tshela,-4.9833,12.9333,23.38,99,83,0.52,CD,1675552681
315,bangkalan,-7.0455,112.7351,24.97,87,100,3.27,ID,1675552681
316,curup,-3.4667,102.5333,18.82,97,100,0.63,ID,1675552681
317,knysna,-34.0363,23.0471,22.19,77,3,2.99,ZA,1675552681
318,derzhavinsk,51.1,66.3167,-14.22,96,60,4.06,KZ,1675552682
319,chegdomyn,51.1167,133.0167,-29.66,99,100,0.13,RU,1675552551
320,hay river,60.8156,-115.7999,-21.01,71,75,2.06,CA,1675552684
321,bowen,-20.0167,148.2333,26.98,87,100,3.13,AU,1675552497
322,safonovo,55.15,33.2167,-5.74,90,99,3.79,RU,1675552685
323,anand,22.5667,72.9333,16.99,29,40,2.92,IN,1675552686
324,dong hoi,17.4833,106.6,22.2,95,100,2.62,VN,1675552686
325,havre-saint-pierre,50.2334,-63.5986,-15.0,60,100,10.29,CA,1675552687
326,galveston,29.3669,-94.9669,17.06,76,0,4.63,US,1675552687
327,mabaruma,8.2,-59.7833,22.76,92,91,2.21,GY,1675552688
328,puerto escondido,15.85,-97.0667,27.46,74,40,2.57,MX,1675552665
329,metro,-5.1131,105.3067,23.54,90,100,1.03,ID,1675552689
330,rurrenabaque,-14.4413,-67.5278,21.41,99,100,0.89,BO,1675552689
331,palmer,42.1584,-72.3287,-9.31,29,100,2.57,US,1675552400
332,guozhen,34.3659,107.359,3.46,56,100,0.56,CN,1675552690
333,colac,-38.3333,143.5833,13.98,74,97,2.87,AU,1675552691
334,abu dhabi,24.4667,54.3667,18.31,80,0,0.0,AE,1675551981
335,kahului,20.8947,-156.47,26.09,68,20,9.77,US,1675552692
336,burhaniye,39.5004,26.9727,3.95,81,75,4.12,TR,1675552693
337,aripuana,-9.1667,-60.6333,23.12,98,100,1.22,BR,1675552695
338,padang,-0.9492,100.3543,24.03,87,100,1.29,ID,1675552588
339,tromso,69.6496,18.957,1.01,69,75,5.66,NO,1675552593
340,kumluca,36.3703,30.2869,7.76,88,100,2.33,TR,1675552696
341,cagliari,39.245,9.0912,9.97,82,20,2.06,IT,1675552698
342,voyvozh,62.892,54.9635,-22.38,100,100,1.0,RU,1675552699
343,ewa beach,21.3156,-158.0072,24.99,75,100,3.09,US,1675552700
344,saskylakh,71.9167,114.0833,-34.93,98,90,1.43,RU,1675552599
345,mira,45.4358,12.1348,6.69,83,0,1.54,IT,1675552701
346,labuhan,-6.8844,112.2051,25.14,87,100,2.78,ID,1675552588
347,zunyi,27.6867,106.9072,5.62,90,100,1.32,CN,1675552702
348,borova,50.1763,30.1043,-4.25,90,100,4.38,UA,1675552703
349,torbay,47.6666,-52.7314,-12.63,86,100,10.29,CA,1675552477
350,soyo,-6.1349,12.3689,26.77,85,94,3.83,AO,1675552704
351,la palma,33.8464,-118.0467,24.97,44,0,3.09,US,1675552705
352,changping,40.2186,116.2197,-9.2,32,11,1.84,CN,1675552705
353,bayangol,50.6977,103.4656,-24.13,97,72,1.47,RU,1675552706
354,namatanai,-3.6667,152.4333,27.21,78,100,1.42,PG,1675552534
355,chara,56.9064,118.2631,-24.27,78,98,1.29,RU,1675552707
356,richards bay,-28.783,32.0377,21.83,90,14,1.47,ZA,1675552587
357,roebourne,-20.7833,117.1333,31.53,51,95,1.8,AU,1675552708
358,okhotsk,59.3833,143.3,-26.97,82,40,5.0,RU,1675552602
359,takoradi,4.8845,-1.7554,26.14,87,91,3.65,GH,1675552489
360,chicama,-7.8447,-79.1469,21.3,63,54,3.32,PE,1675552709
361,nizamabad,18.6667,78.1167,18.4,22,2,0.62,IN,1675552709
362,denpasar,-8.65,115.2167,23.81,100,75,12.35,ID,1675552709
363,clyde river,70.4692,-68.5914,-24.84,87,100,2.87,CA,1675552443
364,urucara,-2.5364,-57.76,24.24,95,100,0.2,BR,1675552710
365,talnakh,69.4865,88.3972,-11.55,95,100,3.13,RU,1675552346
366,geraldton,-28.7667,114.6,23.23,88,75,2.57,AU,1675552432
367,zapolyarnyy,69.4154,30.8136,-14.4,100,67,1.36,RU,1675552710
368,sawakin,19.1059,37.3321,21.72,70,38,4.26,SD,1675552710
369,vaitape,-16.5167,-151.75,27.55,73,55,7.8,PF,1675552711
370,logan lake,50.4998,-120.8025,0.68,97,99,2.87,CA,1675552711
371,adre,13.4667,22.2,21.1,13,99,5.8,TD,1675552602
372,olden,61.8364,6.8064,2.41,97,100,3.7,NO,1675552711
373,sabya,17.1495,42.6254,24.79,72,55,1.81,SA,1675552712
374,sartana,47.1744,37.6927,-0.02,80,97,2.32,UA,1675552712
375,sotik,-0.6833,35.1187,12.32,72,62,1.26,KE,1675552712
376,san juan,-31.5375,-68.5364,30.18,24,0,4.59,AR,1675552299
377,forio,40.7342,13.8646,10.24,57,4,8.05,IT,1675552712
378,nokaneng,-19.6667,22.2667,21.67,83,83,1.57,BW,1675552713
379,pangnirtung,66.1451,-65.7125,-35.47,98,80,0.58,CA,1675552304
380,japura,-0.3167,102.35,22.61,98,100,0.65,ID,1675552713
381,port augusta,-32.5,137.7667,21.15,44,1,2.31,AU,1675552713
382,eureka,40.8021,-124.1637,17.57,53,100,2.68,US,1675552550
383,sisimiut,66.9395,-53.6735,-22.51,93,45,3.84,GL,1675552494
384,port said,31.2565,32.2841,14.11,66,1,6.64,EG,1675552714
385,ostrovnoy,68.0531,39.5131,-10.1,84,100,5.56,RU,1675552551
386,rincon,32.296,-81.2354,9.98,74,5,2.12,US,1675552714
387,juba,4.8517,31.5825,25.22,31,50,0.68,SS,1675552714
388,mikhaylovskoye,51.8239,79.7172,-17.63,99,91,0.85,RU,1675552715
389,tongling,30.95,117.7833,6.48,80,100,1.41,CN,1675552715
390,saint-pierre,-21.3393,55.4781,25.82,78,20,2.06,RE,1675552463
391,bambous virieux,-20.3428,57.7575,25.12,84,57,4.09,MU,1675552501
392,punta gorda,26.9298,-82.0454,22.22,69,20,9.83,US,1675552518
393,sorland,67.667,12.6934,3.92,95,100,17.59,NO,1675552715
394,irun,43.339,-1.7894,9.81,80,100,2.06,ES,1675552716
395,sartell,45.6216,-94.2069,-3.84,73,0,3.09,US,1675552716
396,sulangan,11.1373,123.7228,25.95,83,92,6.15,PH,1675552554
397,comodoro rivadavia,-45.8667,-67.5,28.49,36,21,2.78,AR,1675552536
398,taldan,53.6667,124.8,-30.51,100,59,1.33,RU,1675552716
399,zhezkazgan,47.8043,67.7144,-9.68,96,100,2.1,KZ,1675552717
400,aljezur,37.3191,-8.8033,10.35,66,0,2.66,PT,1675552717
401,aberdeen,57.1437,-2.0981,4.27,76,26,4.12,GB,1675552481
402,opuwo,-18.0607,13.84,21.87,35,82,1.99,NA,1675552549
403,bairiki,1.3292,172.9752,30.0,70,75,4.63,KI,1675552717
404,burgos,42.3394,-3.7079,1.23,93,100,7.2,ES,1675552717
405,verkhnyaya tishanka,51.3239,40.5328,-5.09,95,96,4.11,RU,1675552718
406,srednekolymsk,67.45,153.6833,-36.22,100,100,1.57,RU,1675552368
407,sanlucar de barrameda,36.7781,-6.3515,9.01,76,0,0.51,ES,1675552718
408,deniliquin,-35.5333,144.9667,18.14,50,0,2.88,AU,1675552718
409,fortuna,40.5982,-124.1573,17.42,59,75,6.17,US,1675552544
410,bacolod,10.6667,122.95,24.9,86,94,3.78,PH,1675552719
411,najran,17.4924,44.1277,15.36,52,40,1.15,SA,1675552719
412,nioro,13.35,-15.75,27.69,11,88,4.99,GM,1675552485
413,manokwari,-0.8667,134.0833,25.26,86,100,2.29,ID,1675552719
414,ruidoso,33.3317,-105.673,12.54,14,1,6.17,US,1675552576
415,gat,31.61,34.7642,12.44,100,73,3.41,IL,1675552719
416,tarauaca,-8.1614,-70.7656,23.93,82,90,0.67,BR,1675552657
417,deer lake,49.1667,-57.4316,-11.08,79,100,8.23,CA,1675552720
418,kailua,21.4022,-157.7394,25.01,90,100,1.34,US,1675552720
419,inhambane,-23.865,35.3833,24.33,86,9,3.73,MZ,1675552720
420,kloulklubed,7.0419,134.2556,27.28,78,98,8.38,PW,1675552721
421,taoudenni,22.6783,-3.9836,15.47,37,100,5.8,ML,1675552563
422,port moresby,-9.4431,147.1797,26.68,78,40,5.14,PG,1675552605
423,tolmachevo,54.9824,82.7363,-23.92,77,40,2.0,RU,1675552721
424,maceio,-9.6658,-35.7353,25.69,94,20,2.57,BR,1675552689
425,rio gallegos,-51.6226,-69.2181,18.03,63,75,2.57,AR,1675552721
426,skaudvile,55.4167,22.6167,-4.23,89,91,3.69,LT,1675552722
427,doha,25.2867,51.5333,16.99,63,0,1.54,QA,1675552569
428,nouadhibou,20.931,-17.0347,17.91,53,86,6.16,MR,1675552520
429,zitlala,17.6333,-99.0833,21.82,29,1,1.7,MX,1675552723
430,wanning,18.8003,110.3967,22.26,92,100,3.17,CN,1675552723
431,palauig,15.435,119.9045,24.35,68,95,2.31,PH,1675552724
432,shemordan,56.1856,50.3972,-14.74,99,100,1.57,RU,1675552724
433,margate,51.3813,1.3862,7.95,76,100,0.89,GB,1675552724
434,salalah,17.0151,54.0924,22.05,78,20,1.54,OM,1675552364
435,cilegon,-6.0174,106.0538,25.99,82,100,4.75,ID,1675552725
436,zonguldak,41.25,31.8333,-1.16,77,99,1.94,TR,1675552725
437,ulaanbaatar,47.9077,106.8832,-27.93,76,54,0.0,MN,1675552725
438,bonthe,7.5264,-12.505,25.04,89,26,3.16,SL,1675552726
439,puerto colombia,10.9878,-74.9547,26.05,85,4,10.42,CO,1675552726
440,faya,18.3851,42.4509,11.29,61,82,0.35,SA,1675552533
441,fomboni,-12.28,43.7425,27.54,74,95,1.33,KM,1675552726
442,ponta do sol,32.6667,-17.1,17.35,48,22,4.23,PT,1675552440
443,barreirinha,-2.7933,-57.07,24.64,88,96,0.45,BR,1675552727
444,stornoway,58.2093,-6.3865,2.24,85,75,2.57,GB,1675552598
445,waingapu,-9.6567,120.2641,24.56,89,100,3.68,ID,1675552437
446,mandurah,-32.55,115.7,25.59,43,4,4.41,AU,1675552727
447,kabanjahe,3.1001,98.4908,16.68,95,99,0.59,ID,1675552727
448,el penon,8.9892,-73.9486,30.09,43,43,1.18,CO,1675552727
449,chenghai,23.4632,116.768,13.95,100,100,0.0,CN,1675552728
450,muros,42.7762,-9.0603,8.38,85,1,4.34,ES,1675552437
451,karla,59.3723,24.9275,-6.02,93,0,1.03,EE,1675552728
452,isangel,-19.55,169.2667,28.62,82,66,7.0,VU,1675552500
453,kaiyuan,23.6977,103.3037,11.68,94,16,2.58,CN,1675552728
454,hofn,64.2539,-15.2082,0.39,63,62,3.42,IS,1675552487
455,vanimo,-2.6741,141.3028,26.83,82,97,1.42,PG,1675552436
456,broome,42.2506,-75.833,-6.83,59,100,6.71,US,1675552729
457,anadyr,64.75,177.4833,-29.72,76,0,4.0,RU,1675552729
458,san quintin,30.4833,-115.95,17.62,56,0,4.79,MX,1675552578
459,totma,59.9747,42.7642,-8.82,98,100,1.15,RU,1675552729
460,saint george,37.1041,-113.5841,16.35,30,0,1.54,US,1675552541
461,atyashevo,54.5644,46.0691,-15.88,100,91,1.28,RU,1675552730
462,bolshaya dzhalga,45.9695,42.6966,1.17,77,100,1.69,RU,1675552730
463,peniche,39.3558,-9.3811,10.81,91,0,5.74,PT,1675552730
464,przasnysz,53.0191,20.8803,-5.35,82,10,4.05,PL,1675552731
465,el dorado,38.7666,-120.5177,14.36,56,100,0.89,US,1675552731
466,zhigansk,66.7697,123.3711,-41.98,96,46,4.79,RU,1675552482
467,phuket,8.0,98.25,29.49,83,20,3.09,TH,1675552731
468,troitsko-pechorsk,62.7084,56.1964,-20.88,100,97,1.12,RU,1675552732
469,saint-felicien,48.6501,-72.4491,-20.62,59,100,4.12,CA,1675552732
470,verkhoyansk,67.5447,133.385,-39.53,99,100,0.46,RU,1675552732
471,cap malheureux,-19.9842,57.6142,25.26,83,97,3.13,MU,1675552601
472,ligayan,4.6533,119.4706,26.92,78,95,2.34,PH,1675552733
473,danielskuil,-28.1887,23.5395,22.81,43,95,2.98,ZA,1675552733
474,elizabeth city,36.2946,-76.2511,0.01,65,0,1.54,US,1675552734
475,otradnoye,59.7775,30.8181,-3.91,91,98,2.9,RU,1675552734
476,maryville,35.7565,-83.9705,8.11,57,100,0.89,US,1675552527
477,belaya gora,68.5333,146.4167,-36.22,100,99,1.77,RU,1675552439
478,vagur,61.4732,-6.8119,5.78,70,40,14.14,FO,1675552734
479,matara,5.9485,80.5353,23.17,93,65,2.4,LK,1675552735
480,asosa,10.0667,34.5333,19.32,29,38,2.47,ET,1675552735
481,zlatibor,43.7168,19.7,-7.46,95,100,5.68,RS,1675552735
482,hornepayne,49.2138,-84.7705,-8.71,91,100,3.4,CA,1675552735
483,deputatskiy,69.3,139.9,-34.2,99,95,1.28,RU,1675552489
484,misratah,32.3754,15.0925,14.25,69,33,2.2,LY,1675552736
485,virden,39.5009,-89.7679,7.84,63,100,7.45,US,1675552736
486,kartaly,53.0522,60.6467,-21.83,100,22,3.03,RU,1675552736
487,balkanabat,39.5108,54.3671,5.85,45,98,2.5,TM,1675552736
488,mount darwin,-16.7725,31.5838,20.79,88,100,0.54,ZW,1675552737
489,nouakchott,18.0858,-15.9785,19.96,28,100,4.98,MR,1675552663
490,ponta delgada,37.7333,-25.6667,14.4,82,20,3.09,PT,1675552737
491,cockburn town,21.4612,-71.1419,25.21,77,0,8.1,TC,1675552541
492,thunder bay,48.4001,-89.3168,-7.02,92,100,0.31,CA,1675552201
493,mucuri,-18.0864,-39.5508,26.38,82,8,5.79,BR,1675552737
494,conde,-7.2597,-34.9075,26.7,83,20,4.63,BR,1675552738
495,fuente de oro,3.4594,-73.6128,29.98,35,18,1.87,CO,1675552568
496,lokosovo,61.1333,74.8167,-17.72,100,99,2.37,RU,1675552738
497,melfi,40.9965,15.6514,2.5,59,85,6.93,IT,1675552738
498,hede,33.7681,120.2517,0.26,84,65,2.47,CN,1675552739
499,beboto,8.2668,16.939,24.57,17,37,1.53,TD,1675552559
500,kununurra,-15.7667,128.7333,26.99,78,100,3.09,AU,1675552533
501,sampit,-2.5333,112.95,22.62,98,100,0.9,ID,1675552739
502,kirakira,-10.4544,161.9205,30.0,71,48,1.65,SB,1675552739
503,tauramena,5.0183,-72.7492,28.78,37,25,2.97,CO,1675552740
504,olafsvik,64.8945,-23.7142,2.5,97,100,10.7,IS,1675552740
505,monchegorsk,67.9397,32.8739,-14.44,97,97,1.32,RU,1675552740
506,moshi,-3.35,37.3333,21.35,56,54,1.28,TZ,1675552741
507,kashi,39.4547,75.9797,-1.44,69,98,4.0,CN,1675552741
508,krasnogorsk,55.8225,37.3181,-0.97,86,40,3.0,RU,1675552741
509,hambantota,6.1241,81.1185,24.1,86,51,4.92,LK,1675552741
510,phuthaditjhaba,-28.5242,28.8158,13.74,92,69,1.38,ZA,1675552742
511,lardos,36.0942,28.0157,7.9,83,98,3.45,GR,1675552743
512,halifax,44.6453,-63.5724,-14.19,64,66,8.94,CA,1675552147
513,namtsy,62.7161,129.6658,-33.38,99,100,0.71,RU,1675552744
514,trim,53.555,-6.7917,4.7,86,58,2.2,IE,1675552745
515,la macarena,2.1837,-73.7849,30.27,39,61,1.57,CO,1675552570
516,bosaso,11.2842,49.1816,21.46,78,54,0.63,SO,1675552747
517,toropets,56.4978,31.6353,-7.48,96,97,2.54,RU,1675552747
518,skhisma,35.2667,25.7167,11.94,74,44,8.0,GR,1675552748
519,payo,-3.7508,103.6372,21.13,96,100,1.01,ID,1675552604
520,rawson,-43.3002,-65.1023,30.55,25,17,10.97,AR,1675552540
521,muravlenko,63.7898,74.523,-12.19,95,100,5.65,RU,1675552749
522,fort-shevchenko,44.5086,50.263,-1.9,90,63,3.97,KZ,1675552749
523,broken hill,-31.95,141.4333,19.08,46,0,4.75,AU,1675552452
524,soledar,48.6794,38.089,-1.41,90,99,1.7,UA,1675552750
525,karratha,-20.7377,116.8463,31.73,45,58,1.5,AU,1675552500
526,nuevo progreso,23.1667,-97.95,22.16,46,2,0.89,MX,1675552603
527,tashtagol,52.7657,87.8894,-17.46,100,100,1.05,RU,1675552750
528,uray,60.1247,64.7758,-19.06,99,95,1.62,RU,1675552751
529,omsukchan,62.5333,155.8,-30.4,97,99,1.85,RU,1675552752
530,adolfo lopez mateos,28.4667,-107.3,19.96,14,0,7.44,MX,1675552752
531,kungurtug,50.5994,97.5228,-17.48,98,99,0.55,RU,1675552753
532,kang,-23.6752,22.7876,22.85,68,64,4.11,BW,1675552753
533,constitucion,-35.3333,-72.4167,17.81,84,26,1.76,CL,1675552388
534,albanel,48.8832,-72.4487,-20.92,64,99,2.06,CA,1675552754
535,umred,20.85,79.3333,14.16,25,28,2.47,IN,1675552754
536,ndende,-2.4008,11.3581,22.95,97,99,1.34,GA,1675552755
537,alice springs,-23.7,133.8833,20.75,43,1,3.09,AU,1675552755
538,dolgorukovo,52.3195,38.3453,-5.46,93,100,3.39,RU,1675552756
539,port hawkesbury,45.6169,-61.3485,-13.54,86,100,16.98,CA,1675552757
540,daru,-9.0763,143.2092,24.16,93,100,4.01,PG,1675552757
541,iqaluit,63.7506,-68.5145,-36.84,65,40,6.71,CA,1675552546
542,progreso,21.2833,-89.6667,22.28,75,76,7.52,MX,1675552560
543,talcahuano,-36.7167,-73.1167,17.82,82,100,3.09,CL,1675552758
544,dicabisagan,17.0818,122.4157,23.01,87,85,0.87,PH,1675552759
545,sioux lookout,50.1001,-91.917,-13.96,72,100,0.0,CA,1675552760
546,dongsheng,39.8161,109.9776,-5.91,47,65,3.41,CN,1675552761
547,tongliao,43.6125,122.2653,-8.07,54,65,2.7,CN,1675552764
548,kiama,-34.6833,150.8667,24.65,47,0,0.55,AU,1675552766
549,ulladulla,-35.35,150.4667,20.54,48,0,1.32,AU,1675552518
550,maningrida,-12.0667,134.2667,25.02,88,91,1.89,AU,1675552767
551,kurilsk,45.2333,147.8833,-6.32,82,99,5.75,RU,1675552767
552,buraydah,26.326,43.975,12.25,35,0,5.05,SA,1675552768
553,pastavy,55.1168,26.8326,-6.77,94,99,4.6,BY,1675552768
554,stromness,58.965,-3.296,6.04,77,5,12.07,GB,1675552659
555,hualmay,-11.0964,-77.6139,23.05,78,96,3.36,PE,1675552604
556,launceston,-41.45,147.1667,19.08,57,0,2.57,AU,1675552769
557,kovdor,67.5662,30.4758,-14.57,96,100,1.93,RU,1675552769
558,kodinsk,58.6881,99.1844,-13.67,98,99,1.16,RU,1675552770
559,izhma,65.0083,53.9113,-17.1,99,99,1.44,RU,1675552770
560,huadian,42.9633,126.7478,-16.45,94,95,0.64,CN,1675552770
